Country,TradeType,MonYear,Values
Czech Republic,Trade Balance,6/1/2020,-17481
Slovak Republic,Trade Balance,6/1/2020,-5086
Brunei Darussalam,Trade Balance,6/1/2020,78524
Indonesia,Trade Balance,6/1/2020,859154
Malaysia,Trade Balance,6/1/2020,-1575171
Philippines,Trade Balance,6/1/2020,6697
Thailand,Trade Balance,6/1/2020,507834
Myanmar,Trade Balance,6/1/2020,348105
Cambodia,Trade Balance,6/1/2020,-525366
Laos People's Democratic Republic,Trade Balance,6/1/2020,-11964
"Vietnam, Socialist Republic Of",Trade Balance,6/1/2020,1251085
Japan,Trade Balance,6/1/2020,465460
Hong Kong,Trade Balance,6/1/2020,4350226
Republic Of Korea,Trade Balance,6/1/2020,605625
Taiwan,Trade Balance,6/1/2020,-2316650
Macau,Trade Balance,6/1/2020,10060
Mainland China,Trade Balance,6/1/2020,314910
Afghanistan,Trade Balance,6/1/2020,1680
Bangladesh,Trade Balance,6/1/2020,193998
India,Trade Balance,6/1/2020,105806
"Maldives, Republic Of",Trade Balance,6/1/2020,13344
Nepal,Trade Balance,6/1/2020,7302
Pakistan,Trade Balance,6/1/2020,69687
Sri Lanka,Trade Balance,6/1/2020,110131
Bahrain,Trade Balance,6/1/2020,-35287
Cyprus,Trade Balance,6/1/2020,31341
Iran,Trade Balance,6/1/2020,4070
Israel,Trade Balance,6/1/2020,-2849
Jordan,Trade Balance,6/1/2020,2300
Kuwait,Trade Balance,6/1/2020,-15163
Lebanon,Trade Balance,6/1/2020,1160
Oman,Trade Balance,6/1/2020,27300
Qatar,Trade Balance,6/1/2020,-258930
Saudi Arabia,Trade Balance,6/1/2020,-277410
Syrian Arab Republic,Trade Balance,6/1/2020,1524
United Arab Emirates,Trade Balance,6/1/2020,-56785
Yemen,Trade Balance,6/1/2020,124
Yemen Democratic,Trade Balance,6/1/2020,0
Canada,Trade Balance,6/1/2020,-84693
Puerto Rico,Trade Balance,6/1/2020,93229
United States,Trade Balance,6/1/2020,189758
Argentina,Trade Balance,6/1/2020,13522
Brazil,Trade Balance,6/1/2020,-262172
Chile,Trade Balance,6/1/2020,39531
Colombia,Trade Balance,6/1/2020,7926
Ecuador,Trade Balance,6/1/2020,2248
Mexico,Trade Balance,6/1/2020,-96276
Paraguay,Trade Balance,6/1/2020,64
Peru,Trade Balance,6/1/2020,6034
Uruguay,Trade Balance,6/1/2020,-1186
Venezuela,Trade Balance,6/1/2020,115
Australia,Trade Balance,6/1/2020,529819
Fiji,Trade Balance,6/1/2020,6373
New Caledonia,Trade Balance,6/1/2020,14498
New Zealand,Trade Balance,6/1/2020,145019
Papua New Guinea,Trade Balance,6/1/2020,-5190
French Polynesia,Trade Balance,6/1/2020,1325
Guam,Trade Balance,6/1/2020,11913
Solomon Islands,Trade Balance,6/1/2020,3516
Other Countries In Oceania,Trade Balance,6/1/2020,257241
Norway,Trade Balance,6/1/2020,-94930
Liechtenstein,Trade Balance,6/1/2020,-1402
Netherlands Antilles,Trade Balance,6/1/2020,-49
Panama,Trade Balance,6/1/2020,-162
Bahamas,Trade Balance,6/1/2020,-20
Bermuda,Trade Balance,6/1/2020,0
French Guiana,Trade Balance,6/1/2020,-38
Grenada,Trade Balance,6/1/2020,-14
Guatemala,Trade Balance,6/1/2020,-1020
Honduras,Trade Balance,6/1/2020,-194
Jamaica,Trade Balance,6/1/2020,-110
St Vincent & The Grenadines,Trade Balance,6/1/2020,0
Trinidad & Tobago,Trade Balance,6/1/2020,-609
Anguilla,Trade Balance,6/1/2020,-1
Other Countries In America,Trade Balance,6/1/2020,-15341
Nauru,Trade Balance,6/1/2020,0
Cocos,Trade Balance,6/1/2020,-34
French Southern Territories,Trade Balance,6/1/2020,-37
Norfolk Island,Trade Balance,6/1/2020,-89
Cook Islands,Trade Balance,6/1/2020,0
Kiribati,Trade Balance,6/1/2020,0
Niue,Trade Balance,6/1/2020,0
Tuvalu,Trade Balance,6/1/2020,-29
Wallis & Fatuna Islands,Trade Balance,6/1/2020,0
Micronesia,Trade Balance,6/1/2020,0
Palau,Trade Balance,6/1/2020,0
South Sudan,Trade Balance,6/1/2020,0
Commonwealth Of Independent States,Trade Balance,6/1/2020,-138743
Belgium,Imports,5/1/2020,77945
Denmark,Imports,5/1/2020,65305
France,Imports,5/1/2020,690063
"Germany, Federal Republic Of",Imports,5/1/2020,892172
Greece,Imports,5/1/2020,11181
Ireland,Imports,5/1/2020,93891
Italy,Imports,5/1/2020,295412
Luxembourg,Imports,5/1/2020,3436
Netherlands,Imports,5/1/2020,255200
United Kingdom,Imports,5/1/2020,1104023
Portugal,Imports,5/1/2020,28262
Spain,Imports,5/1/2020,111422
Austria,Imports,5/1/2020,55455
Finland,Imports,5/1/2020,31694
Sweden,Imports,5/1/2020,116142
Switzerland,Imports,5/1/2020,446190
Malta,Imports,5/1/2020,15044
"Germany, Democratic Republic Of",Imports,5/1/2020,0
Hungary,Imports,5/1/2020,21876
Poland,Imports,5/1/2020,35833
Estonia,Imports,5/1/2020,1931
Latvia,Imports,5/1/2020,1185
Lithuania,Imports,5/1/2020,10014
Slovenia,Imports,5/1/2020,8059
Czech Republic,Imports,5/1/2020,60816
Slovak Republic,Imports,5/1/2020,7101
Brunei Darussalam,Imports,5/1/2020,49763
Indonesia,Imports,5/1/2020,1226045
Malaysia,Imports,5/1/2020,4002175
Philippines,Imports,5/1/2020,733533
Thailand,Imports,5/1/2020,995812
Myanmar,Imports,5/1/2020,7736
Cambodia,Imports,5/1/2020,661600
Laos People's Democratic Republic,Imports,5/1/2020,311
"Vietnam, Socialist Republic Of",Imports,5/1/2020,337519
Japan,Imports,5/1/2020,1785072
Hong Kong,Imports,5/1/2020,170672
Republic Of Korea,Imports,5/1/2020,1285241
Taiwan,Imports,5/1/2020,3711610
Macau,Imports,5/1/2020,592
Mainland China,Imports,5/1/2020,4843684
Afghanistan,Imports,5/1/2020,15
Bangladesh,Imports,5/1/2020,3725
India,Imports,5/1/2020,436296
"Maldives, Republic Of",Imports,5/1/2020,0
Nepal,Imports,5/1/2020,5
Pakistan,Imports,5/1/2020,3489
Sri Lanka,Imports,5/1/2020,9588
Bahrain,Imports,5/1/2020,12630
Cyprus,Imports,5/1/2020,3772
Iran,Imports,5/1/2020,293
Israel,Imports,5/1/2020,60180
Jordan,Imports,5/1/2020,1171
Kuwait,Imports,5/1/2020,159144
Lebanon,Imports,5/1/2020,214
Oman,Imports,5/1/2020,2214
Qatar,Imports,5/1/2020,263401
Saudi Arabia,Imports,5/1/2020,425003
Syrian Arab Republic,Imports,5/1/2020,0
United Arab Emirates,Imports,5/1/2020,453294
Yemen,Imports,5/1/2020,306
Yemen Democratic,Imports,5/1/2020,0
Canada,Imports,5/1/2020,148801
Puerto Rico,Imports,5/1/2020,8257
United States,Imports,5/1/2020,3554966
Argentina,Imports,5/1/2020,5059
Brazil,Imports,5/1/2020,288817
Chile,Imports,5/1/2020,4981
Colombia,Imports,5/1/2020,8573
Ecuador,Imports,5/1/2020,1565
Mexico,Imports,5/1/2020,213546
Paraguay,Imports,5/1/2020,47
Peru,Imports,5/1/2020,981
Uruguay,Imports,5/1/2020,1334
Venezuela,Imports,5/1/2020,87
Australia,Imports,5/1/2020,328456
Fiji,Imports,5/1/2020,30
New Caledonia,Imports,5/1/2020,4
New Zealand,Imports,5/1/2020,91166
Papua New Guinea,Imports,5/1/2020,21622
French Polynesia,Imports,5/1/2020,16
Guam,Imports,5/1/2020,28
Solomon Islands,Imports,5/1/2020,1
Other Countries In Oceania,Imports,5/1/2020,714
Norway,Imports,5/1/2020,66717
Liechtenstein,Imports,5/1/2020,2349
Netherlands Antilles,Imports,5/1/2020,26
Panama,Imports,5/1/2020,1300
Bahamas,Imports,5/1/2020,1
Bermuda,Imports,5/1/2020,0
French Guiana,Imports,5/1/2020,9
Grenada,Imports,5/1/2020,0
Guatemala,Imports,5/1/2020,1487
Honduras,Imports,5/1/2020,277
Jamaica,Imports,5/1/2020,74
St Vincent & The Grenadines,Imports,5/1/2020,0
Trinidad & Tobago,Imports,5/1/2020,41
Anguilla,Imports,5/1/2020,3
Other Countries In America,Imports,5/1/2020,19064
Nauru,Imports,5/1/2020,0
Cocos,Imports,5/1/2020,39
French Southern Territories,Imports,5/1/2020,0
Norfolk Island,Imports,5/1/2020,0
Cook Islands,Imports,5/1/2020,0
Kiribati,Imports,5/1/2020,0
Niue,Imports,5/1/2020,0
Tuvalu,Imports,5/1/2020,0
Wallis & Fatuna Islands,Imports,5/1/2020,0
Micronesia,Imports,5/1/2020,2
Palau,Imports,5/1/2020,0
South Sudan,Imports,5/1/2020,0
Commonwealth Of Independent States,Imports,5/1/2020,95398
Belgium,Exports,5/1/2020,925654
Denmark,Exports,5/1/2020,9833
France,Exports,5/1/2020,275463
"Germany, Federal Republic Of",Exports,5/1/2020,578206
Greece,Exports,5/1/2020,94435
Ireland,Exports,5/1/2020,48372
Italy,Exports,5/1/2020,56620
Luxembourg,Exports,5/1/2020,13490
Netherlands,Exports,5/1/2020,1364868
United Kingdom,Exports,5/1/2020,296497
Portugal,Exports,5/1/2020,14869
Spain,Exports,5/1/2020,19345
Austria,Exports,5/1/2020,17106
Finland,Exports,5/1/2020,6800
Sweden,Exports,5/1/2020,12139
Switzerland,Exports,5/1/2020,137199
Malta,Exports,5/1/2020,219435
"Germany, Democratic Republic Of",Exports,5/1/2020,0
Hungary,Exports,5/1/2020,44859
Poland,Exports,5/1/2020,28652
Estonia,Exports,5/1/2020,1412
Latvia,Exports,5/1/2020,4028
Lithuania,Exports,5/1/2020,1764
Slovenia,Exports,5/1/2020,2033
Czech Republic,Exports,5/1/2020,72190
Slovak Republic,Exports,5/1/2020,1933
Brunei Darussalam,Exports,5/1/2020,64689
Indonesia,Exports,5/1/2020,1703250
Malaysia,Exports,5/1/2020,2929890
Philippines,Exports,5/1/2020,692502
Thailand,Exports,5/1/2020,1215694
Myanmar,Exports,5/1/2020,278782
Cambodia,Exports,5/1/2020,80030
Laos People's Democratic Republic,Exports,5/1/2020,2353
"Vietnam, Socialist Republic Of",Exports,5/1/2020,1221984
Japan,Exports,5/1/2020,1949916
Hong Kong,Exports,5/1/2020,4674102
Republic Of Korea,Exports,5/1/2020,1483638
Taiwan,Exports,5/1/2020,1723954
Macau,Exports,5/1/2020,6912
Mainland China,Exports,5/1/2020,5080433
Afghanistan,Exports,5/1/2020,3709
Bangladesh,Exports,5/1/2020,120441
India,Exports,5/1/2020,573786
"Maldives, Republic Of",Exports,5/1/2020,9139
Nepal,Exports,5/1/2020,3273
Pakistan,Exports,5/1/2020,58553
Sri Lanka,Exports,5/1/2020,40574
Bahrain,Exports,5/1/2020,7540
Cyprus,Exports,5/1/2020,30208
Iran,Exports,5/1/2020,5804
Israel,Exports,5/1/2020,70264
Jordan,Exports,5/1/2020,3496
Kuwait,Exports,5/1/2020,11364
Lebanon,Exports,5/1/2020,3210
Oman,Exports,5/1/2020,17031
Qatar,Exports,5/1/2020,25870
Saudi Arabia,Exports,5/1/2020,76943
Syrian Arab Republic,Exports,5/1/2020,1977
United Arab Emirates,Exports,5/1/2020,190829
Yemen,Exports,5/1/2020,640
Yemen Democratic,Exports,5/1/2020,0
Canada,Exports,5/1/2020,53696
Puerto Rico,Exports,5/1/2020,213163
United States,Exports,5/1/2020,4933943
Argentina,Exports,5/1/2020,8026
Brazil,Exports,5/1/2020,148795
Chile,Exports,5/1/2020,17493
Colombia,Exports,5/1/2020,6001
Ecuador,Exports,5/1/2020,3799
Mexico,Exports,5/1/2020,108984
Paraguay,Exports,5/1/2020,955
Peru,Exports,5/1/2020,7726
Uruguay,Exports,5/1/2020,933
Venezuela,Exports,5/1/2020,417
Australia,Exports,5/1/2020,888542
Fiji,Exports,5/1/2020,12803
New Caledonia,Exports,5/1/2020,20441
New Zealand,Exports,5/1/2020,127291
Papua New Guinea,Exports,5/1/2020,35924
French Polynesia,Exports,5/1/2020,3216
Guam,Exports,5/1/2020,7673
Solomon Islands,Exports,5/1/2020,2043
Other Countries In Oceania,Exports,5/1/2020,214693
Belgium,Trade Balance,5/1/2020,847709
Denmark,Trade Balance,5/1/2020,-55472
France,Trade Balance,5/1/2020,-414600
"Germany, Federal Republic Of",Trade Balance,5/1/2020,-313966
Greece,Trade Balance,5/1/2020,83254
Ireland,Trade Balance,5/1/2020,-45519
Italy,Trade Balance,5/1/2020,-238792
Luxembourg,Trade Balance,5/1/2020,10054
Netherlands,Trade Balance,5/1/2020,1109668
United Kingdom,Trade Balance,5/1/2020,-807526
Portugal,Trade Balance,5/1/2020,-13393
Spain,Trade Balance,5/1/2020,-92077
Austria,Trade Balance,5/1/2020,-38349
Finland,Trade Balance,5/1/2020,-24894
Sweden,Trade Balance,5/1/2020,-104003
Switzerland,Trade Balance,5/1/2020,-308991
Malta,Trade Balance,5/1/2020,204391
"Germany, Democratic Republic Of",Trade Balance,5/1/2020,0
Hungary,Trade Balance,5/1/2020,22983
Poland,Trade Balance,5/1/2020,-7181
Estonia,Trade Balance,5/1/2020,-519
Latvia,Trade Balance,5/1/2020,2843
Lithuania,Trade Balance,5/1/2020,-8250
Slovenia,Trade Balance,5/1/2020,-6026
Czech Republic,Trade Balance,5/1/2020,11374
Slovak Republic,Trade Balance,5/1/2020,-5168
Brunei Darussalam,Trade Balance,5/1/2020,14926
Indonesia,Trade Balance,5/1/2020,477205
Malaysia,Trade Balance,5/1/2020,-1072285
Philippines,Trade Balance,5/1/2020,-41031
Thailand,Trade Balance,5/1/2020,219882
Myanmar,Trade Balance,5/1/2020,271046
Cambodia,Trade Balance,5/1/2020,-581570
Laos People's Democratic Republic,Trade Balance,5/1/2020,2042
"Vietnam, Socialist Republic Of",Trade Balance,5/1/2020,884465
Japan,Trade Balance,5/1/2020,164844
Hong Kong,Trade Balance,5/1/2020,4503430
Republic Of Korea,Trade Balance,5/1/2020,198397
Taiwan,Trade Balance,5/1/2020,-1987656
Macau,Trade Balance,5/1/2020,6320
Mainland China,Trade Balance,5/1/2020,236749
Afghanistan,Trade Balance,5/1/2020,3694
Bangladesh,Trade Balance,5/1/2020,116716
India,Trade Balance,5/1/2020,137490
"Maldives, Republic Of",Trade Balance,5/1/2020,9139
Nepal,Trade Balance,5/1/2020,3268
Pakistan,Trade Balance,5/1/2020,55064
Sri Lanka,Trade Balance,5/1/2020,30986
Bahrain,Trade Balance,5/1/2020,-5090
Cyprus,Trade Balance,5/1/2020,26436
Iran,Trade Balance,5/1/2020,5511
Israel,Trade Balance,5/1/2020,10084
Jordan,Trade Balance,5/1/2020,2325
Kuwait,Trade Balance,5/1/2020,-147780
Lebanon,Trade Balance,5/1/2020,2996
Oman,Trade Balance,5/1/2020,14817
Qatar,Trade Balance,5/1/2020,-237531
Saudi Arabia,Trade Balance,5/1/2020,-348060
Syrian Arab Republic,Trade Balance,5/1/2020,1977
United Arab Emirates,Trade Balance,5/1/2020,-262465
Yemen,Trade Balance,5/1/2020,334
Yemen Democratic,Trade Balance,5/1/2020,0
Canada,Trade Balance,5/1/2020,-95105
Puerto Rico,Trade Balance,5/1/2020,204906
United States,Trade Balance,5/1/2020,1378977
Argentina,Trade Balance,5/1/2020,2967
Brazil,Trade Balance,5/1/2020,-140022
Chile,Trade Balance,5/1/2020,12512
Colombia,Trade Balance,5/1/2020,-2572
Ecuador,Trade Balance,5/1/2020,2234
Mexico,Trade Balance,5/1/2020,-104562
Paraguay,Trade Balance,5/1/2020,908
Peru,Trade Balance,5/1/2020,6745
Uruguay,Trade Balance,5/1/2020,-401
Venezuela,Trade Balance,5/1/2020,330
Australia,Trade Balance,5/1/2020,560086
Fiji,Trade Balance,5/1/2020,12773
New Caledonia,Trade Balance,5/1/2020,20437
New Zealand,Trade Balance,5/1/2020,36125
Papua New Guinea,Trade Balance,5/1/2020,14302
French Polynesia,Trade Balance,5/1/2020,3200
Guam,Trade Balance,5/1/2020,7645
Solomon Islands,Trade Balance,5/1/2020,2042
Other Countries In Oceania,Trade Balance,5/1/2020,213979
Norway,Trade Balance,5/1/2020,-66717
Liechtenstein,Trade Balance,5/1/2020,-2349
Netherlands Antilles,Trade Balance,5/1/2020,-26
Panama,Trade Balance,5/1/2020,-1300
Bahamas,Trade Balance,5/1/2020,-1
Bermuda,Trade Balance,5/1/2020,0
French Guiana,Trade Balance,5/1/2020,-9
Grenada,Trade Balance,5/1/2020,0
Guatemala,Trade Balance,5/1/2020,-1487
Honduras,Trade Balance,5/1/2020,-277
Jamaica,Trade Balance,5/1/2020,-74
St Vincent & The Grenadines,Trade Balance,5/1/2020,0
Trinidad & Tobago,Trade Balance,5/1/2020,-41
Anguilla,Trade Balance,5/1/2020,-3
Other Countries In America,Trade Balance,5/1/2020,-19064
Nauru,Trade Balance,5/1/2020,0
Cocos,Trade Balance,5/1/2020,-39
French Southern Territories,Trade Balance,5/1/2020,0
Norfolk Island,Trade Balance,5/1/2020,0
Cook Islands,Trade Balance,5/1/2020,0
Kiribati,Trade Balance,5/1/2020,0
Niue,Trade Balance,5/1/2020,0
Tuvalu,Trade Balance,5/1/2020,0
Wallis & Fatuna Islands,Trade Balance,5/1/2020,0
Micronesia,Trade Balance,5/1/2020,-2
Palau,Trade Balance,5/1/2020,0
South Sudan,Trade Balance,5/1/2020,0
Commonwealth Of Independent States,Trade Balance,5/1/2020,-95398
Belgium,Imports,4/1/2020,126970
Denmark,Imports,4/1/2020,62488
France,Imports,4/1/2020,912836
"Germany, Federal Republic Of",Imports,4/1/2020,1160767
Greece,Imports,4/1/2020,15506
Ireland,Imports,4/1/2020,116897
Italy,Imports,4/1/2020,347814
Luxembourg,Imports,4/1/2020,44095
Netherlands,Imports,4/1/2020,269347
United Kingdom,Imports,4/1/2020,849831
Portugal,Imports,4/1/2020,33372
Spain,Imports,4/1/2020,83269
Austria,Imports,4/1/2020,95240
Finland,Imports,4/1/2020,34650
Sweden,Imports,4/1/2020,129160
Switzerland,Imports,4/1/2020,482705
Malta,Imports,4/1/2020,23609
"Germany, Democratic Republic Of",Imports,4/1/2020,0
Hungary,Imports,4/1/2020,30516
Poland,Imports,4/1/2020,49027
Estonia,Imports,4/1/2020,2888
Latvia,Imports,4/1/2020,1425
Lithuania,Imports,4/1/2020,9946
Slovenia,Imports,4/1/2020,5607
Czech Republic,Imports,4/1/2020,71541
Slovak Republic,Imports,4/1/2020,12895
Brunei Darussalam,Imports,4/1/2020,96185
Indonesia,Imports,4/1/2020,1735603
Malaysia,Imports,4/1/2020,3387367
Philippines,Imports,4/1/2020,600246
Thailand,Imports,4/1/2020,1983188
Myanmar,Imports,4/1/2020,9852
Cambodia,Imports,4/1/2020,77181
Laos People's Democratic Republic,Imports,4/1/2020,409
"Vietnam, Socialist Republic Of",Imports,4/1/2020,832510
Japan,Imports,4/1/2020,2168406
Hong Kong,Imports,4/1/2020,302865
Republic Of Korea,Imports,4/1/2020,1815269
Taiwan,Imports,4/1/2020,3910062
Macau,Imports,4/1/2020,1222
Mainland China,Imports,4/1/2020,5583246
Afghanistan,Imports,4/1/2020,16
Bangladesh,Imports,4/1/2020,3979
India,Imports,4/1/2020,276158
"Maldives, Republic Of",Imports,4/1/2020,0
Nepal,Imports,4/1/2020,70
Pakistan,Imports,4/1/2020,4851
Sri Lanka,Imports,4/1/2020,8402
Bahrain,Imports,4/1/2020,26190
Cyprus,Imports,4/1/2020,1092
Iran,Imports,4/1/2020,1324
Israel,Imports,4/1/2020,48218
Jordan,Imports,4/1/2020,1144
Kuwait,Imports,4/1/2020,75654
Lebanon,Imports,4/1/2020,91
Oman,Imports,4/1/2020,5321
Qatar,Imports,4/1/2020,394261
Saudi Arabia,Imports,4/1/2020,432733
Syrian Arab Republic,Imports,4/1/2020,0
United Arab Emirates,Imports,4/1/2020,526619
Yemen,Imports,4/1/2020,87
Yemen Democratic,Imports,4/1/2020,0
Canada,Imports,4/1/2020,248425
Puerto Rico,Imports,4/1/2020,13656
United States,Imports,4/1/2020,4408653
Argentina,Imports,4/1/2020,6489
Brazil,Imports,4/1/2020,237606
Chile,Imports,4/1/2020,4545
Colombia,Imports,4/1/2020,2934
Ecuador,Imports,4/1/2020,1581
Mexico,Imports,4/1/2020,225541
Paraguay,Imports,4/1/2020,4
Peru,Imports,4/1/2020,2908
Uruguay,Imports,4/1/2020,1991
Venezuela,Imports,4/1/2020,27
Australia,Imports,4/1/2020,480764
Fiji,Imports,4/1/2020,106
New Caledonia,Imports,4/1/2020,0
New Zealand,Imports,4/1/2020,70052
Papua New Guinea,Imports,4/1/2020,86087
French Polynesia,Imports,4/1/2020,6
Guam,Imports,4/1/2020,5
Solomon Islands,Imports,4/1/2020,0
Other Countries In Oceania,Imports,4/1/2020,2366
Norway,Imports,4/1/2020,50807
Liechtenstein,Imports,4/1/2020,3329
Netherlands Antilles,Imports,4/1/2020,18
Panama,Imports,4/1/2020,1549
Bahamas,Imports,4/1/2020,31
Bermuda,Imports,4/1/2020,0
French Guiana,Imports,4/1/2020,10
Grenada,Imports,4/1/2020,17
Guatemala,Imports,4/1/2020,447
Honduras,Imports,4/1/2020,252
Jamaica,Imports,4/1/2020,31
St Vincent & The Grenadines,Imports,4/1/2020,0
Trinidad & Tobago,Imports,4/1/2020,52
Anguilla,Imports,4/1/2020,2
Other Countries In America,Imports,4/1/2020,26879
Nauru,Imports,4/1/2020,0
Cocos,Imports,4/1/2020,4
French Southern Territories,Imports,4/1/2020,20
Norfolk Island,Imports,4/1/2020,0
Cook Islands,Imports,4/1/2020,1
Kiribati,Imports,4/1/2020,0
Niue,Imports,4/1/2020,0
Tuvalu,Imports,4/1/2020,0
Wallis & Fatuna Islands,Imports,4/1/2020,0
Micronesia,Imports,4/1/2020,0
Palau,Imports,4/1/2020,0
South Sudan,Imports,4/1/2020,0
Commonwealth Of Independent States,Imports,4/1/2020,99266
Belgium,Exports,4/1/2020,1176482
Denmark,Exports,4/1/2020,18305
France,Exports,4/1/2020,329421
"Germany, Federal Republic Of",Exports,4/1/2020,617032
Greece,Exports,4/1/2020,90018
Ireland,Exports,4/1/2020,81404
Italy,Exports,4/1/2020,85844
Luxembourg,Exports,4/1/2020,11112
Netherlands,Exports,4/1/2020,1226948
United Kingdom,Exports,4/1/2020,440803
Portugal,Exports,4/1/2020,19389
Spain,Exports,4/1/2020,16215
Austria,Exports,4/1/2020,17305
Finland,Exports,4/1/2020,4317
Sweden,Exports,4/1/2020,18116
Switzerland,Exports,4/1/2020,434360
Malta,Exports,4/1/2020,139734
"Germany, Democratic Republic Of",Exports,4/1/2020,0
Hungary,Exports,4/1/2020,42366
Poland,Exports,4/1/2020,26595
Estonia,Exports,4/1/2020,391
Latvia,Exports,4/1/2020,2264
Lithuania,Exports,4/1/2020,1142
Slovenia,Exports,4/1/2020,4166
Czech Republic,Exports,4/1/2020,50587
Slovak Republic,Exports,4/1/2020,2413
Brunei Darussalam,Exports,4/1/2020,105793
Indonesia,Exports,4/1/2020,2192562
Malaysia,Exports,4/1/2020,2898079
Philippines,Exports,4/1/2020,567314
Thailand,Exports,4/1/2020,1408737
Myanmar,Exports,4/1/2020,247214
Cambodia,Exports,4/1/2020,76917
Laos People's Democratic Republic,Exports,4/1/2020,1738
"Vietnam, Socialist Republic Of",Exports,4/1/2020,1013515
Japan,Exports,4/1/2020,2314386
Hong Kong,Exports,4/1/2020,5387093
Republic Of Korea,Exports,4/1/2020,1646735
Taiwan,Exports,4/1/2020,2063432
Macau,Exports,4/1/2020,8588
Mainland China,Exports,4/1/2020,5038157
Afghanistan,Exports,4/1/2020,1771
Bangladesh,Exports,4/1/2020,117469
India,Exports,4/1/2020,463499
"Maldives, Republic Of",Exports,4/1/2020,12440
Nepal,Exports,4/1/2020,1619
Pakistan,Exports,4/1/2020,47275
Sri Lanka,Exports,4/1/2020,45174
Bahrain,Exports,4/1/2020,9007
Cyprus,Exports,4/1/2020,36201
Iran,Exports,4/1/2020,915
Israel,Exports,4/1/2020,58873
Jordan,Exports,4/1/2020,4592
Kuwait,Exports,4/1/2020,11703
Lebanon,Exports,4/1/2020,3193
Oman,Exports,4/1/2020,15543
Qatar,Exports,4/1/2020,39314
Saudi Arabia,Exports,4/1/2020,84083
Syrian Arab Republic,Exports,4/1/2020,42
United Arab Emirates,Exports,4/1/2020,219470
Yemen,Exports,4/1/2020,861
Yemen Democratic,Exports,4/1/2020,0
Canada,Exports,4/1/2020,99261
Puerto Rico,Exports,4/1/2020,214925
United States,Exports,4/1/2020,5439082
Argentina,Exports,4/1/2020,19985
Brazil,Exports,4/1/2020,118918
Chile,Exports,4/1/2020,41143
Colombia,Exports,4/1/2020,8058
Ecuador,Exports,4/1/2020,5059
Mexico,Exports,4/1/2020,164619
Paraguay,Exports,4/1/2020,308
Peru,Exports,4/1/2020,5264
Uruguay,Exports,4/1/2020,394
Venezuela,Exports,4/1/2020,179
Australia,Exports,4/1/2020,926290
Fiji,Exports,4/1/2020,9596
New Caledonia,Exports,4/1/2020,7094
New Zealand,Exports,4/1/2020,134685
Papua New Guinea,Exports,4/1/2020,65185
French Polynesia,Exports,4/1/2020,685
Guam,Exports,4/1/2020,21476
Solomon Islands,Exports,4/1/2020,2390
Other Countries In Oceania,Exports,4/1/2020,347044
Belgium,Trade Balance,4/1/2020,1049512
Denmark,Trade Balance,4/1/2020,-44183
France,Trade Balance,4/1/2020,-583415
"Germany, Federal Republic Of",Trade Balance,4/1/2020,-543735
Greece,Trade Balance,4/1/2020,74512
Ireland,Trade Balance,4/1/2020,-35493
Italy,Trade Balance,4/1/2020,-261970
Luxembourg,Trade Balance,4/1/2020,-32983
Netherlands,Trade Balance,4/1/2020,957601
United Kingdom,Trade Balance,4/1/2020,-409028
Portugal,Trade Balance,4/1/2020,-13983
Spain,Trade Balance,4/1/2020,-67054
Austria,Trade Balance,4/1/2020,-77935
Finland,Trade Balance,4/1/2020,-30333
Sweden,Trade Balance,4/1/2020,-111044
Switzerland,Trade Balance,4/1/2020,-48345
Malta,Trade Balance,4/1/2020,116125
"Germany, Democratic Republic Of",Trade Balance,4/1/2020,0
Hungary,Trade Balance,4/1/2020,11850
Poland,Trade Balance,4/1/2020,-22432
Estonia,Trade Balance,4/1/2020,-2497
Latvia,Trade Balance,4/1/2020,839
Lithuania,Trade Balance,4/1/2020,-8804
Slovenia,Trade Balance,4/1/2020,-1441
Czech Republic,Trade Balance,4/1/2020,-20954
Slovak Republic,Trade Balance,4/1/2020,-10482
Brunei Darussalam,Trade Balance,4/1/2020,9608
Indonesia,Trade Balance,4/1/2020,456959
Malaysia,Trade Balance,4/1/2020,-489288
Philippines,Trade Balance,4/1/2020,-32932
Thailand,Trade Balance,4/1/2020,-574451
Myanmar,Trade Balance,4/1/2020,237362
Cambodia,Trade Balance,4/1/2020,-264
Laos People's Democratic Republic,Trade Balance,4/1/2020,1329
"Vietnam, Socialist Republic Of",Trade Balance,4/1/2020,181005
Japan,Trade Balance,4/1/2020,145980
Hong Kong,Trade Balance,4/1/2020,5084228
Republic Of Korea,Trade Balance,4/1/2020,-168534
Taiwan,Trade Balance,4/1/2020,-1846630
Macau,Trade Balance,4/1/2020,7366
Mainland China,Trade Balance,4/1/2020,-545089
Afghanistan,Trade Balance,4/1/2020,1755
Bangladesh,Trade Balance,4/1/2020,113490
India,Trade Balance,4/1/2020,187341
"Maldives, Republic Of",Trade Balance,4/1/2020,12440
Nepal,Trade Balance,4/1/2020,1549
Pakistan,Trade Balance,4/1/2020,42424
Sri Lanka,Trade Balance,4/1/2020,36772
Bahrain,Trade Balance,4/1/2020,-17183
Cyprus,Trade Balance,4/1/2020,35109
Iran,Trade Balance,4/1/2020,-409
Israel,Trade Balance,4/1/2020,10655
Jordan,Trade Balance,4/1/2020,3448
Kuwait,Trade Balance,4/1/2020,-63951
Lebanon,Trade Balance,4/1/2020,3102
